specObjID,ra,dec,z,h_alpha_flux,h_alpha_flux_err,h_beta_flux,h_beta_flux_err,oiii_5007_flux,oiii_5007_flux_err,nii_6584_flux,nii_6584_flux_err
1429903652109182976,133.76159,30.954443,0.08447205,82.03024,4.264617,20.73756,3.540061,26.83744,3.610738,50.06171,3.351335
1432164247982336000,137.3706,33.301912,0.06326989,290.2015,3.32164,72.78885,2.300287,30.98685,2.274041,143.5321,2.493251
1432181565290473472,135.64031,32.84362,0.04933944,233.042,2.54491,69.51263,2.082609,66.98502,2.110516,52.4559,1.453452
1432285469139298304,136.4767,33.450448,0.05412556,237.6178,2.367317,69.28353,1.737865,124.1535,2.207628,41.87649,1.260741
1432292341086971904,136.47918,34.030777,0.05897096,106.2273,2.326937,25.60936,1.822668,12.32043,1.89879,50.06504,1.937673
1433286024787683328,139.0186,33.928979,0.05163546,192.0424,2.995614,54.12412,2.307021,43.11183,2.3083,50.98167,1.989834
1433361066456279040,137.48663,35.571679,0.08499022,106.9527,2.149242,34.72401,1.887593,14.89807,1.830935,30.0558,1.538645
1433371786694649856,138.20361,35.440565,0.08485944,79.17742,1.861761,22.54155,1.825843,12.66455,1.737487,23.09505,1.383651
1433439131781851136,140.0974,35.24149,0.02542893,379.5057,4.729293,122.6615,3.134537,94.45261,3.074066,91.4202,2.388635
1434467450065283072,140.3564,34.982916,0.08958524,943.2421,8.071011,327.222,4.298545,1281.759,11.30945,64.89054,1.618837
1434559809042016256,142.27445,36.093821,0.07895502,158.5383,2.545119,36.86061,1.712206,22.56573,1.73339,46.08027,1.609793
1435535075872630784,143.69572,35.735449,0.02184746,351.7256,3.580361,118.6599,2.657311,387.2716,4.676061,15.0661,1.046685
1435569710488905728,143.34783,36.771662,0.07697611,47.68617,3.784088,17.52532,3.246418,24.19234,3.324143,24.82177,3.163168
1435646126547036160,143.93564,38.285649,0.0614192,1067.441,8.006723,273.8146,3.796495,54.66294,2.337651,456.7103,4.096
1435685983843543040,144.6079,37.04232,0.08934682,70.64103,1.951667,20.65883,1.546133,8.417889,1.544474,21.5212,1.390054
1436651080829134848,147.21231,37.209257,0.02271445,151.5146,2.502003,43.99231,2.322083,28.7329,2.206102,35.82383,1.655025
1436681867154712576,145.74461,36.64329,0.03283855,343.5051,3.719309,111.9282,2.743314,261.4461,4.057078,38.77199,1.591676
1436784121736095744,145.73657,38.162514,0.1520907,359.0963,4.984854,74.97949,2.997852,19.65665,3.098617,147.9109,3.529286
1436806386846558208,146.85758,39.142711,0.1235552,245.3717,4.276623,41.93778,2.920606,196.4431,3.787139,220.3625,3.609938
1437811061066590208,148.56553,37.832848,0.1075644,802.6991,8.341701,224.0003,4.057997,157.9114,3.802205,187.3983,3.252478
1437831127153797120,148.25084,37.529352,0.04052404,167.9143,9.391648,68.09296,6.826538,88.69007,7.046986,151.5331,8.592531
1437865212014258176,147.49273,39.335832,0.09545743,114.1109,2.895911,25.35144,2.279667,21.3583,2.60947,59.81809,2.483636
1437868510549141504,146.80612,38.951309,0.05994223,381.8281,4.44871,116.1706,3.08483,197.5537,3.952254,57.3668,2.096091
1437901770775881728,147.51152,39.052441,0.06582045,70.01118,2.434636,16.21153,1.985061,33.67756,2.483561,29.71134,1.963689
1438946581196859392,189.78759,49.773354,0.07244685,73.85008,2.106522,20.5454,1.768463,10.23586,1.646969,24.48822,1.517484
1438955652167788544,189.15853,49.125836,0.1298873,349.5432,4.955756,74.10043,3.144494,21.57432,2.95753,120.7955,3.755826
1439009528237549568,188.87362,50.631143,0.03973275,164.0312,3.18341,44.60028,2.433654,17.12767,2.237831,44.42678,1.987635
1439020798231734272,189.25396,50.103787,0.0982414,684.2966,6.973238,169.474,3.688046,108.2632,3.454801,229.2544,3.572976
1439062854551496704,191.34808,50.376188,0.020326,446.9087,5.308113,145.108,3.603623,358.9019,5.623913,31.42685,1.819897
1440048016986761216,193.91397,49.7543,0.1182064,59.55333,4.068872,17.69081,3.094487,63.5728,4.05438,59.2919,3.592684
1440073855510013952,192.59798,49.84484,0.03788683,257.849,3.654894,75.7459,2.541312,65.59047,2.608458,66.06086,2.128808
1440102167934429184,190.88259,49.878268,0.03911985,270.9376,5.788001,71.123,3.987034,37.71126,4.146949,130.6166,4.893833
1441168694246926336,196.84107,49.072989,0.09746476,152.8248,5.417449,33.45772,4.435342,26.42829,4.679653,56.85608,4.624991
1441251982252730368,194.70048,50.540412,0.03625654,228.3248,3.752097,54.59503,2.770571,14.02483,2.547234,83.1123,2.720265
1441298711496910848,195.53791,50.303847,0.05339184,381.1949,4.897139,102.9302,2.997505,25.75129,2.412178,143.2074,2.865381
1441313554903885824,196.79003,50.157828,0.05501756,97.17385,2.696748,26.61594,2.221653,13.89331,2.248686,30.12872,2.045114
1442305589521704960,198.45473,48.577254,0.1395097,195.2928,3.641796,48.97376,2.596865,12.92994,2.548946,61.32629,2.503698
1442320982684493824,198.07919,49.185435,0.05482293,128.336,2.77417,31.44722,2.050273,13.00232,2.016548,56.32245,2.098224
1442350394620536832,196.6315,48.543947,0.04013139,126.3679,2.878453,29.67779,2.236332,14.17188,2.316614,39.38896,1.931569
1442351219254257664,196.76551,48.609909,0.02316793,441.8581,6.073841,108.0449,3.471644,30.37865,3.055894,158.0991,3.338464
1442386678504253440,196.58344,49.305766,0.03279831,220.4587,3.155861,61.44919,2.42916,16.10376,2.042335,69.57636,2.051774
1442390526794950656,197.37015,50.532159,0.09986196,821.849,8.598063,185.8356,3.984687,32.03415,2.749636,316.9333,5.201925
1443413897343166464,202.5335,48.893273,0.07069907,323.8988,5.836306,67.60206,3.866263,20.6135,3.89358,106.0065,4.394101
1443470522191996928,199.94476,48.206623,0.03596257,57.20494,4.110072,22.19845,3.421119,30.15097,4.323333,47.47651,4.520216
1444529901695690752,204.7962,47.246073,0.03064306,334.5667,4.413953,96.17582,3.080071,43.09449,2.811872,92.8921,2.413537
1444586801422428160,203.51153,47.569378,0.0884584,51.83958,2.650113,11.71456,2.205023,47.05658,3.060631,41.18926,2.51395
1445759430137243648,205.64111,48.88784,0.09089693,142.1228,10.00962,54.45619,8.406837,56.05482,6.756917,79.92772,7.697153
1446864439105054720,207.88148,46.690171,0.08722234,967.3939,9.020553,193.0902,4.283903,70.83257,3.576756,445.6411,5.105177
1447974121248942080,211.47841,45.644673,0.04027768,66.34287,2.895777,19.43762,2.304845,30.51922,3.036958,31.10623,2.537211
1448003258307078144,210.60705,46.97152,0.1275861,1130.935,10.35125,253.6638,4.963496,156.8611,4.741508,395.4813,5.528776
1449079955118909440,215.2268,45.548327,0.1226682,163.7622,4.556848,53.74809,2.852639,15.98798,2.373568,48.88175,2.763265
1450261105535379456,217.09022,45.965898,0.07491431,496.9081,6.131628,120.9873,3.892567,96.73586,3.946791,281.1202,4.532717
1451325707719305216,221.60426,43.832433,0.04373169,1436.738,12.97398,258.2311,5.217639,48.12314,3.682193,594.5433,7.078531
1451417791818131456,220.96357,44.193544,0.03769139,134.4079,2.725234,36.63012,2.195083,24.08092,2.0751,35.70546,1.955529
1452550838550554624,224.32356,43.178307,0.1577678,423.8918,7.65755,103.3416,3.3049,89.75326,3.629487,142.2951,3.607622
1453608568803584000,225.28128,41.178788,0.01662501,280.7725,3.788773,95.58683,3.031028,167.9558,3.918057,24.98231,1.582803
1453620938309396480,225.05684,41.529483,0.03309349,134.9493,3.041558,41.10125,2.640999,21.51836,2.814087,41.76632,2.198889
1453679212425668608,226.86316,42.256085,0.05085794,99.40282,2.301607,34.71166,1.922689,59.21384,2.28037,10.87121,1.235649
1458083309539059712,123.28368,5.8052442,0.0615592,854.4797,7.72378,285.5127,3.805967,689.6736,6.97485,102.6451,1.893913
1458084134172780544,123.10899,5.7778613,0.1072123,279.7992,3.636177,75.55454,2.19734,25.32589,2.045699,98.31882,2.512033
1459188868950550528,125.28476,5.8224223,0.08687305,701.8406,7.336005,152.6799,3.717305,50.58902,3.165981,416.2232,5.155911
389713403653941248,244.73262,0.50638813,0.05730921,563.8223,4.521572,159.3432,2.955905,233.523,3.70472,99.53989,2.109584
391826389755521024,249.10581,-1.211453,0.05962246,319.7628,4.78131,54.18564,3.45793,19.43864,3.319555,157.1021,3.79509
391892360453187584,247.91478,-1.099358,0.06637681,63.65877,1.649959,15.47773,1.430054,10.72691,1.605071,21.91082,1.433878
391912976296208384,248.1288,1.1107005,0.06666632,206.58,2.517417,47.2494,2.032351,12.85938,1.854505,79.85186,1.835601
392987199626307584,254.62194,63.560206,0.08029392,492.4229,4.619512,112.7709,1.769542,28.13689,1.418616,194.2194,2.938435
393055644225136640,252.14633,63.801498,0.08274788,245.6171,2.1751,57.88015,1.873338,14.95247,1.696337,97.34002,1.656162
393065264951879680,254.54747,64.443066,0.09010939,151.2052,2.024169,25.81019,1.578704,9.412424,1.776055,56.34302,1.723111
393077084701878272,254.34185,63.958664,0.05401344,155.7815,1.80185,35.10006,1.329854,12.13835,1.264315,49.58177,1.289377
393105672004200448,256.33657,64.790875,0.1308635,173.6402,2.447674,37.60006,1.822659,13.0659,1.85318,76.03698,2.155104
394096331846608896,259.26667,64.339951,0.03506536,662.4612,5.296985,183.5052,3.2174,68.52348,2.55688,195.7054,2.547282
394096606724515840,259.23857,64.553589,0.08052246,135.6439,2.689014,31.66965,2.335717,23.9239,2.409303,62.74307,2.261323
394169174491949056,257.24219,65.91924,0.02783675,590.0101,4.69564,211.4748,3.246068,693.507,6.40792,45.09903,1.379703
395287927640320000,253.59982,61.704275,0.06136513,989.7596,8.008565,203.1222,3.730821,53.45144,2.956483,363.5109,4.168816
397450392268466176,259.75344,59.144149,0.1407078,321.4561,3.234247,73.04554,2.364764,33.29751,2.40524,119.4061,2.130143
397463861285906432,259.17131,59.315906,0.05586731,1792.711,9.969845,472.3933,4.872641,398.487,4.57103,601.2502,4.229391
397579859762636800,256.94927,59.488996,0.09386025,154.9304,1.9998,37.49211,1.706547,20.25092,1.677002,52.15721,1.544808
398604056337082368,261.44498,59.615368,0.03508939,1074.688,12.68246,157.3161,5.8456,51.35732,5.511441,529.2296,9.400156
398697514825443328,260.32321,60.928397,0.1030903,276.5292,6.037822,62.70331,3.618546,220.0873,5.010533,189.004,3.944849
399735728612861952,259.40596,56.936918,0.02713222,101.3958,2.034955,30.09392,1.811395,9.64281,1.591523,34.4429,1.450363
399736278368675840,259.6915,57.196217,0.1166098,178.3798,3.056248,33.95904,1.808042,13.19932,1.857851,67.43219,2.172632
399823689543084032,258.469,57.830069,0.03026136,697.0682,6.43565,175.4719,3.329335,159.7453,3.592673,154.4955,2.784239
399845954653546496,259.59134,57.670529,0.09259343,300.8966,3.487828,68.00343,2.308046,22.02621,2.025741,108.6977,2.249025
403198091232045056,263.55297,57.344909,0.08364443,122.9074,2.205144,35.58708,1.969393,20.68188,1.922595,29.12756,1.411852
403201664644835328,262.25045,56.825585,0.02942542,99.51965,1.849827,36.63521,1.831237,16.05851,1.817899,29.1232,1.25419
404215964171790336,262.96654,53.302671,0.1053233,676.12,6.913858,210.6281,3.599541,123.5535,3.167701,231.7717,4.216016
404251698299693056,261.10514,53.517918,0.02421405,1322.527,10.18444,323.6347,5.232511,142.7527,4.324595,634.4484,6.492583
405490847820310528,265.67092,55.382812,0.1157195,141.31,3.235003,35.61692,2.099532,16.35687,2.183125,44.62127,2.3659
407618955646101504,265.34713,54.276834,0.089116,276.8801,3.633342,67.33912,2.326007,13.34924,2.105258,108.2227,2.625637
407621154669357056,264.40577,54.017044,0.1114064,512.9009,5.418389,115.7105,2.71741,25.79795,2.306563,168.4823,3.548259
407648642460051456,263.07794,54.470888,0.07976532,119.2929,2.085589,36.49731,1.863693,11.27385,1.620505,35.31196,1.378491
408778665367726080,232.52668,-0.3234766,0.07263607,449.8605,4.704578,104.5742,3.092428,17.15551,2.563767,156.0052,2.873581
408833640949114880,232.82296,0.26885449,0.03871147,63.77842,1.621499,14.13631,1.572853,16.08435,1.687937,15.41658,1.314307
408867450931668992,233.60794,1.0770187,0.08990406,988.4083,7.702139,241.0114,3.813734,210.2337,3.91651,349.946,3.632402
409845741587032064,247.52867,-0.30300459,0.0541596,1098.727,7.094327,367.1566,3.933332,1517.863,9.859886,73.41003,1.55412
409848490366101504,247.03113,-0.29528309,0.04658657,134.2577,2.477651,30.12013,1.722123,12.78969,1.788981,56.01292,1.803635
409878452057958400,246.02342,-0.60632433,0.04677236,97.64273,2.3058,22.14305,1.678778,12.49851,1.723475,43.02637,1.734237
409900167412606976,245.51805,-0.62769242,0.0568578,35.48239,2.804081,13.90801,2.348373,19.88052,2.714184,52.35623,3.05226
409914735941675008,245.43064,-0.2033819,0.01808657,64.06389,1.416125,17.34625,1.551029,29.50648,1.496252,5.996315,0.7905849
412095892418488320,263.20381,58.194922,0.02759835,72.7151,1.725546,22.85159,2.017632,32.6329,2.176332,12.49757,1.236147
413209972239788032,262.31543,54.828962,0.08090589,327.7641,2.85797,58.71671,1.845473,18.82786,1.640265,114.6372,1.860905
413227289547925504,261.87764,55.466711,0.1162743,126.3743,2.364669,23.69197,1.547518,11.13632,1.655514,45.71534,1.857558
413233611739785216,261.72587,54.910595,0.05200909,51.41409,2.213376,10.88772,1.684906,24.41595,2.043662,63.12397,2.381357
413258075873503232,260.25406,55.281456,0.06356397,93.7172,1.859807,24.17723,1.390423,13.11987,1.494464,33.30393,1.44002
413302606094428160,258.19977,55.776856,0.1125435,59.01664,2.233404,15.37687,1.604526,54.58851,2.070317,70.94257,2.134803
413349335338608640,260.1155,56.767834,0.02887818,150.4453,1.927361,41.49366,1.949907,107.2489,2.446024,15.6207,1.036118
417836168772610048,327.57302,0.46052575,0.06223804,108.2034,2.024633,27.36353,1.886238,35.47362,2.013633,19.46675,1.257845
420004125959284736,331.90289,-0.41829476,0.09663082,255.6201,3.450411,63.74369,2.557054,14.65002,2.13521,78.94009,2.046951
420047556668581888,330.8515,-0.28024408,0.1058066,823.4449,8.901755,143.9184,3.67621,37.59451,3.080811,376.8151,5.755552
421178129550174208,332.82318,0.93849057,0.07827439,453.4205,5.350895,87.92416,3.503632,25.00943,2.954133,183.1106,3.341839
422236690225063936,335.96862,-0.86031683,0.1501218,150.0593,3.036558,39.53579,2.607252,18.83654,2.702908,48.93249,2.776877
422304585068079104,334.93492,0.75408248,0.08717815,145.1798,2.735888,49.91002,2.655903,58.37928,2.752424,62.27843,1.958401
423357092624099328,338.41987,-0.60304031,0.1318858,87.32077,3.521829,20.03275,2.865671,19.3024,3.388892,43.65895,2.933863
423420864298510336,336.63487,-0.98573663,0.05896586,215.0994,3.618065,57.02297,2.55519,49.7925,2.770181,45.11678,2.019094
423437356972926976,336.39452,0.062598869,0.05815666,589.2189,7.649035,140.5726,4.315119,30.66037,3.66034,204.908,4.720095
423438731362461696,337.03631,1.0684122,0.09061421,172.3598,3.445441,41.62064,2.884508,27.6507,3.653804,70.22246,2.769913
424475570861008896,340.06977,-1.2322751,0.1264543,279.6318,4.272542,65.18346,3.03489,52.32295,2.91404,76.74722,2.46229
424499760116819968,339.47636,-1.1296278,0.08167449,67.78323,3.388928,15.0649,2.952768,48.66127,3.950943,82.02273,3.463708
424568204715649024,338.72729,0.9048254,0.05680954,244.3025,4.956267,58.25842,3.612967,40.64723,3.739229,108.3063,3.942663
424592119093553152,339.04292,0.43551316,0.04920587,388.7909,4.955927,116.3055,3.505162,128.9982,3.747459,92.95757,2.605183
425623186139277312,341.89129,-0.041567227,0.05397145,133.1183,2.824448,33.36703,2.347032,43.37543,2.655846,22.42446,1.821755
425656721243924480,340.63079,-1.0757857,0.0845774,857.1077,8.542107,117.9617,4.466556,47.49578,4.116787,348.2775,4.881021
425671564650899456,340.4262,-0.7309355,0.1179013,465.2859,6.505504,131.4274,3.227009,181.6306,3.924573,79.00888,2.343715
425718019017172992,341.21545,0.67733348,0.05925356,141.969,2.879773,32.87181,2.283126,20.58998,2.117167,43.7856,1.848691
425735886081124352,341.7316,1.0095321,0.04931149,167.3015,3.636032,40.49334,3.071,21.10331,3.023308,52.19382,2.577097
426758151027582976,343.74192,-0.053430464,0.03501352,81.87591,2.550847,28.55482,2.666163,20.66333,2.692929,14.02583,1.70253
426862879510128640,343.62887,0.96028368,0.02615792,117.2251,2.960013,32.96038,3.004059,22.0084,2.958773,29.55303,2.144687
426870850969430016,343.83885,1.1884214,0.07124383,380.8898,5.539169,81.81526,3.680316,18.61428,3.326448,126.0171,3.713576
427872231234758656,345.67346,-0.40604259,0.07119539,254.537,3.526804,35.67934,2.451217,19.73847,2.429167,89.09616,2.507549
427957168508004352,344.88874,1.1503336,0.05387083,275.5676,3.786412,77.07198,2.690841,64.47631,2.801068,56.47469,2.134753
427974210938234880,345.44471,0.51494541,0.04251616,259.3859,3.241445,54.34658,2.238619,33.86753,2.109799,76.54425,2.549752
428968994402232320,348.1527,-1.1868947,0.02618083,187.2282,2.444521,53.19597,2.429565,101.5869,2.956811,16.8284,1.161668
429108632378959872,347.68986,0.15441259,0.1323227,546.1154,5.413865,120.8573,3.395103,70.43423,3.418244,231.9993,3.352228
429142992117327872,348.63348,0.46714363,0.02860391,441.5207,4.744375,133.7209,3.46281,97.01948,3.502138,115.5486,2.644167
431251580658935808,351.54256,-0.29081831,0.1360758,228.801,4.209528,58.33694,3.220684,32.38346,3.749783,84.80443,3.458518
431274120647305216,351.06188,-0.19834657,0.1195488,185.4554,3.74511,41.09124,2.336506,16.30988,2.169388,56.36789,2.664397
431288964054280192,350.72981,-0.89304368,0.08059386,272.7395,4.736421,56.81089,3.21401,103.5945,3.943734,192.8435,4.048072
431330195740321792,350.91143,1.2263274,0.02968553,88.69064,2.230274,29.05309,2.464329,29.51128,2.512496,15.17436,1.451087
432398096459130880,353.26944,-0.42600648,0.05828033,60.09683,2.290904,13.3631,1.768754,10.6602,1.947343,40.39579,2.097942
432453346918426624,352.84695,-0.030769538,0.01692709,113.3935,2.644745,32.83249,2.598931,15.19191,2.483022,31.53345,2.011086
432485782511446016,353.65093,0.64036904,0.08593041,109.2958,6.160019,36.15189,4.763208,40.06794,4.466107,156.3489,5.643382
433518773048207360,355.42898,-0.28099729,0.07789858,568.7059,6.090415,124.6314,3.310116,32.80569,2.888798,227.3254,3.557844
433586118135408640,355.05266,0.92684123,0.1698904,185.9625,3.247209,46.01265,2.879197,52.17588,2.969598,45.24385,2.091369
433587492524943360,354.9788,0.028646875,0.1339911,203.2568,3.363533,44.82048,2.282367,12.34444,2.371845,67.73788,2.242792
433645216885401600,356.53824,0.24801698,0.03024448,247.9734,3.196204,71.55856,2.480521,60.79144,2.570701,49.13197,1.644897
435882723182143488,0.57046128,0.90934259,0.0945647,209.8882,4.054039,41.1619,2.610697,15.75915,2.591919,79.16039,3.130275
436893449279531008,1.9796584,-0.2280929,0.0854293,164.3233,8.934784,48.93439,6.399791,67.83418,6.597732,189.3679,8.305957
436933031698130944,1.3141842,-0.64303792,0.03278253,326.6315,4.857802,71.3395,3.003283,23.62923,2.577903,119.6974,3.31407
436978111674869760,1.8880416,0.66517583,0.113683,259.9916,4.274927,55.7534,2.4581,58.30082,8.571391,117.5745,3.230941
436992130448123904,2.4046809,0.34846837,0.06327007,366.8277,4.550879,103.9277,2.903227,70.95216,2.751791,93.67821,2.236246
438131499405961216,4.0933044,1.257887,0.1050268,227.7874,15.51851,65.07108,3.361197,17.35663,2.879431,95.29642,4.76688
439187582086047744,4.1267852,-0.26734109,0.03929248,172.5552,2.429046,38.93466,1.909983,23.60066,2.150753,126.2386,2.324076
439195278667442176,4.3241414,0.54937617,0.1934132,185.272,2.455763,35.19849,2.213453,17.44537,1.974675,73.53646,5.047032
439214520120928256,5.1050647,0.84644166,0.07921818,321.6241,2.334772,87.44387,1.915697,62.70173,1.831772,81.88522,1.367649
439249979370924032,5.9794868,0.051006879,0.05644348,89.75534,1.315272,20.61193,1.148112,15.13713,1.215052,28.94448,0.9870073
440232391030630400,8.0042807,-0.6478536,0.05099639,399.323,5.630509,106.0409,4.130998,46.34315,3.900354,122.0058,3.255833
440364057548056576,7.1408302,-0.040716245,0.08086979,94.2738,2.147302,27.94839,2.084354,23.06588,2.067279,24.1197,1.443482
440364607303870464,7.3305534,0.56075377,0.05935781,340.2959,5.635349,87.22068,3.562826,62.57711,3.720443,214.0788,4.289801
440368180716660736,7.283738,0.27948485,0.04526993,218.0922,3.556022,57.52516,2.707687,20.08358,2.296077,89.96274,2.471555
440375877298055168,7.7173598,0.52871514,0.01914305,370.8212,4.691867,112.2331,3.198537,178.7065,4.084055,66.90565,2.042781
440395668507355136,7.8709835,0.89263834,0.03653103,277.5256,3.544087,95.28944,2.78753,187.1752,3.739073,27.54519,1.430993
441478687645263872,8.9390789,0.6972398,0.08730028,268.2343,4.41407,52.44381,3.268928,35.26348,3.383439,252.0814,4.299416
442480892510758912,11.873678,-0.86044915,0.1147817,391.3927,5.06903,101.1704,2.911591,68.80476,5.211524,136.1595,3.250453
442520749807265792,11.209693,-0.19650117,0.08139227,123.0933,3.945658,26.90775,3.215382,26.79103,3.418827,83.00287,3.656862
442566654417725440,9.5638311,-0.69277035,0.08085192,347.5061,4.295303,80.99635,2.975137,22.12245,2.646611,110.0216,2.787127
442587545138653184,10.408358,0.25764364,0.01806838,235.917,3.092899,75.2934,2.733865,134.9897,3.405082,30.10855,1.547386
443621362943158272,13.787707,-0.25552833,0.13822,68.60161,1.776299,15.04425,1.458289,9.029178,1.738791,59.28628,1.622418
443646376832690176,13.505451,-0.5074287,0.1375032,73.72549,1.59586,13.0344,1.256662,8.679293,1.472103,30.96156,1.368895
443653248780363776,13.218389,-0.074382288,0.1157034,1687.322,6.629254,434.6039,2.970049,199.4774,2.324216,639.6384,3.173944
443678537547802624,12.499275,-0.40437571,0.0594016,430.6786,2.160003,146.1519,1.484605,391.5298,2.405909,37.18049,0.7541281
443689807541987328,11.696079,-0.70081647,0.01583801,153.7288,1.273779,47.88915,1.144982,61.31163,1.36134,23.11475,0.7139744
443693380954777600,11.880371,1.1416747,0.1031737,219.8591,2.186218,59.73917,1.255389,21.5852,1.127597,73.33542,1.11226
443711248018728960,12.442438,0.45311316,0.1181514,54.72266,1.672955,6.473162,1.084269,14.68742,1.291439,77.45665,1.620698
443718394844309504,12.736783,1.033068,0.07682026,139.5722,1.296896,37.59345,1.1049,8.813648,1.045077,44.75965,0.9364646
443744783123376128,13.696268,0.60379478,0.08600312,177.0122,1.339733,49.73948,1.08097,22.92223,1.025081,57.75797,0.8721895
443757702385002496,13.940797,0.34676084,0.1157596,12.89627,1.430883,6.436671,1.185958,7.335392,1.294205,23.16699,1.628825
444733791651522560,15.324762,-1.0057854,0.0511825,140.2332,2.931065,36.4053,2.620906,13.68464,2.591976,52.57264,2.300889
444859135977089024,14.598876,0.35495721,0.1244623,230.708,2.926633,57.33264,2.19639,16.79331,1.873329,75.68832,2.187146
445859417234106368,16.953002,-1.0150037,0.07601611,221.2222,3.136218,55.20414,2.397464,14.976,2.128927,78.35406,2.015346
445877559175964672,16.598971,-0.16955753,0.04853233,55.81325,2.667881,14.6734,2.401485,13.23706,2.519057,27.92493,2.294696
445894051850381312,16.359965,-0.90009518,0.06576893,1387.218,12.97272,245.0707,5.485917,130.8924,5.288862,716.7534,8.709985
445907520867821568,16.004776,-0.78666696,0.07807627,453.5265,4.882577,105.3115,2.833344,29.6582,2.258546,217.4447,3.037474
445925937687586816,16.005106,-0.85595,0.06507264,601.6835,6.256177,178.2103,3.544455,82.76253,2.881875,173.4656,2.742588
445931985001539584,15.592818,-0.32084827,0.06478958,415.8987,4.970893,105.4625,3.247416,32.44666,2.656399,155.8825,3.021491
445936383048050688,15.663103,-0.87875298,0.05050365,247.3681,4.012635,57.64699,2.9419,117.3233,3.865197,123.1822,3.078572
445955624501536768,15.947259,0.97212505,0.1193426,202.8953,3.658832,59.08787,2.267017,28.47299,2.167853,59.96518,2.643776
445969368396883968,16.1403,1.0258631,0.07859616,282.1653,3.71436,79.02345,2.564563,42.4639,2.404774,78.60809,1.986029
445977889611999232,16.602074,0.97457296,0.05049593,124.5707,2.396964,36.92511,1.980101,36.75156,2.097529,30.51993,1.582683
446988615306733568,19.64221,-0.22825546,0.04724927,1927.643,16.15581,277.8022,6.238584,125.8738,5.612775,1286.11,11.27037
447040292353239040,17.825231,-0.74981907,0.1311487,409.26,4.974022,85.64547,2.877627,21.12616,2.706367,154.8184,3.224175
447085647207884800,17.555497,0.75197684,0.04488021,127.1094,2.53431,36.32318,2.147773,15.99399,2.046634,39.86589,1.85567
448201651426191360,18.923425,0.73127428,0.0434692,284.5938,3.790513,75.72928,2.793526,25.34606,2.384311,83.39838,2.66533
448204400205260800,18.62445,0.21520631,0.04631242,297.3742,6.448197,46.67796,3.813799,180.4987,5.164884,373.2049,6.170032
448217869222701056,18.734429,0.13070087,0.04148681,624.3154,8.698681,113.3914,4.59218,24.14141,4.452315,235.1934,6.444959
448223366780839936,19.494171,0.72679999,0.07689347,500.3898,4.875383,137.7598,2.540025,226.7355,3.283648,83.02335,1.572423
448229688972699648,19.629922,1.1639804,0.04457631,266.6679,5.534375,63.00496,3.787011,28.17356,3.682373,101.4639,4.666138
448235461408745472,18.860938,0.20528524,0.04344377,733.709,7.433904,168.5652,3.573397,35.17637,2.747649,240.3409,4.089165
448236835798280192,18.847999,0.63230332,0.03573662,1075.767,9.800938,193.8164,3.590969,73.29758,2.820494,440.1239,4.791667
448248930426185728,19.235611,0.13815525,0.04753248,36.20973,3.82204,19.5609,3.254391,30.61673,3.525975,34.46066,3.599456
449251410622572544,21.812353,-0.57747706,0.01644607,49.75208,1.510895,9.985162,1.611332,14.14104,1.844576,9.223589,1.112833
449281372314429440,21.263762,-0.1764302,0.1200993,407.3564,5.05938,80.76334,2.758264,23.01838,2.595733,179.1206,3.545801
449337997163259904,20.854927,0.75527642,0.01737017,391.128,5.55476,84.83506,3.546655,16.87046,3.241952,126.5778,3.806041
449346243500468224,21.128323,0.83426844,0.01690784,698.5447,7.615037,216.3816,4.51908,159.4126,4.310024,161.8046,3.309367
449371257390000128,21.304806,0.32639441,0.07213133,273.6971,3.446256,63.40857,2.345159,40.35902,2.254388,68.96751,1.910747
450402049591371776,23.802333,-0.16326643,0.08259515,252.6859,4.85328,59.28632,3.711009,307.3707,5.375182,291.6143,4.484336
450450702980900864,22.721469,0.91341979,0.08025303,524.6252,5.600496,120.2036,3.109234,18.86481,2.495748,235.3891,3.480516
450509526852986880,23.899922,0.56050856,0.1610407,241.5555,4.089911,54.38944,2.507558,12.86561,2.362062,105.5756,2.982308
450510901242521600,23.827801,0.7402237,0.08613551,453.9613,5.145571,100.2359,2.904682,22.42091,2.557659,158.7574,2.929651
451550214071805952,25.091967,-0.2284373,0.0571704,288.7339,4.132454,58.05181,2.372802,27.63112,2.379063,92.17056,2.625733
451560384554362880,24.61924,-0.31905076,0.1114659,777.4866,10.15085,158.0081,5.127421,96.63062,5.482966,508.4559,8.057031
451591720635754496,24.765011,0.43646458,0.1002368,106.3935,3.004695,16.34082,2.229532,13.28796,2.159961,36.76581,2.913613
451653568164816896,26.67151,0.8530082,0.07890349,342.9943,5.718151,92.77154,4.072679,29.4238,3.683019,156.1764,4.107418
452637081399748608,28.30994,-0.94112278,0.0594814,250.2649,3.983271,59.55566,2.409165,22.9802,2.235213,77.66434,2.138161
452699753562531840,26.510275,-0.29346887,0.05519342,1324.432,13.52634,251.9909,5.596494,68.00855,5.337086,492.7945,7.332716
453795967964047360,29.421498,-0.92153684,0.04409184,63.76382,2.045064,16.94462,1.874238,12.45545,2.054852,27.7475,2.063809
453820706975672320,28.506619,-0.25305262,0.1646557,197.293,3.954643,51.65051,2.758046,32.72,3.133045,76.73383,2.636983
454968046369400832,30.937614,0.92896946,0.1452015,341.6819,4.161966,92.95954,2.754687,90.79655,2.940356,91.40163,2.21308
